timestamp,asset_id,level,side,price,size
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,1,BID,0.01,100
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,2,BID,0.02,2000
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,3,BID,0.03,1000
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,4,BID,0.06,500
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,5,BID,0.07,500
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,6,BID,0.1,300
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,7,BID,0.11,300
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,8,BID,0.13,250
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,9,BID,0.14,1678
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,10,BID,0.15,450
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,11,BID,0.16,200
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,12,BID,0.18,200
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,13,BID,0.19,200
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,14,BID,0.2,8992
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,15,BID,0.21,200
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,16,BID,0.22,200
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,17,BID,0.23,3731.68
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,18,BID,0.24,400
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,19,BID,0.25,550
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,20,BID,0.26,600
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,21,BID,0.27,350
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,22,BID,0.28,500
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,23,BID,0.29,500
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,24,BID,0.3,971.99
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,25,BID,0.31,1088.56
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,26,BID,0.32,300
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,27,BID,0.33,250
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,28,BID,0.34,1311
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,29,BID,0.35,5450
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,30,BID,0.36,1116.55
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,31,BID,0.37,200
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,32,BID,0.38,450
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,33,BID,0.39,365
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,34,BID,0.4,7960
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,35,BID,0.41,1733.11
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,36,BID,0.42,1020.62
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,37,BID,0.43,1493
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,38,BID,0.44,3129.45
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,39,BID,0.45,5010
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,40,BID,0.46,2713
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,41,BID,0.47,2672.96
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,42,BID,0.48,1321.33
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,1,ASK,0.99,492.87
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,2,ASK,0.98,1090.22
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,3,ASK,0.97,1265.24
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,4,ASK,0.96,5555
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,5,ASK,0.95,2421.02
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,6,ASK,0.94,1020
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,7,ASK,0.93,600
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,8,ASK,0.92,676.82
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,9,ASK,0.91,405.12
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,10,ASK,0.9,326.71
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,11,ASK,0.89,1008.9
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,12,ASK,0.88,611.86
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,13,ASK,0.87,2003.82
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,14,ASK,0.86,250
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,15,ASK,0.85,1652
