timestamp,asset_id,level,side,price,size
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,16,ASK,0.84,288
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,17,ASK,0.83,200
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,18,ASK,0.82,164.19
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,19,ASK,0.81,250
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,20,ASK,0.8,747.91
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,21,ASK,0.79,1449
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,22,ASK,0.78,150
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,23,ASK,0.77,370
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,24,ASK,0.76,5620
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,25,ASK,0.75,3043
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,26,ASK,0.74,762.99
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,27,ASK,0.73,6850
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,28,ASK,0.71,1009.38
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,29,ASK,0.7,500
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,30,ASK,0.69,5555
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,31,ASK,0.68,5555
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,32,ASK,0.67,222
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,33,ASK,0.66,238
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,34,ASK,0.65,3711.64
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,35,ASK,0.63,3250
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,36,ASK,0.62,2440.26
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,37,ASK,0.61,494
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,38,ASK,0.6,1177
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,39,ASK,0.59,329.2
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,40,ASK,0.58,5366
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,41,ASK,0.57,4469
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,42,ASK,0.56,1179.86
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,43,ASK,0.55,500
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,44,ASK,0.54,5565
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,45,ASK,0.53,5963.99
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,46,ASK,0.52,2328.66
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,47,ASK,0.51,21330.42
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,48,ASK,0.5,28933.59
1761675467587,105493243911415328186853135427180882742964878728761632341401884622809951441015,49,ASK,0.49,3529.06
